ContigID	GOSlim_bin
gi|379086610|gb|JR984279.1|	cell organization and biogenesis
gi|379107424|gb|JT005094.1|	protein metabolism
gi|379078161|gb|JR975830.1|	other metabolic processes
gi|379074885|gb|JR972554.1|	developmental processes
gi|379097399|gb|JR995068.1|	cell organization and biogenesis
gi|379125039|gb|JT022709.1|	signal transduction
gi|379118814|gb|JT016484.1|	transport
gi|379089922|gb|JR987591.1|	developmental processes
gi|379106002|gb|JT003672.1|	other metabolic processes
gi|379084018|gb|JR981687.1|	transport
gi|379092086|gb|JR989755.1|	other metabolic processes
gi|379123672|gb|JT021342.1|	developmental processes
gi|379080994|gb|JR978663.1|	other metabolic processes
gi|379083433|gb|JR981102.1|	transport
gi|379084585|gb|JR982254.1|	other biological processes
gi|379074606|gb|JR972275.1|	protein metabolism
gi|379113610|gb|JT011280.1|	transport
gi|379116849|gb|JT014519.1|	other biological processes
gi|379084191|gb|JR981860.1|	RNA metabolism
gi|379090378|gb|JR988047.1|	transport
gi|379083161|gb|JR980830.1|	protein metabolism
gi|379074208|gb|JR971877.1|	developmental processes
gi|379108872|gb|JT006542.1|	other metabolic processes
gi|379120464|gb|JT018134.1|	RNA metabolism
gi|379082174|gb|JR979843.1|	death
gi|379108046|gb|JT005716.1|	other biological processes
gi|379121008|gb|JT018678.1|	death
gi|379082223|gb|JR979892.1|	other metabolic processes
gi|379119601|gb|JT017271.1|	protein metabolism
gi|379120367|gb|JT018037.1|	transport
gi|379094222|gb|JR991891.1|	cell cycle and proliferation
gi|379114837|gb|JT012507.1|	other biological processes
gi|379120415|gb|JT018085.1|	transport
gi|379091938|gb|JR989607.1|	stress response
gi|379093061|gb|JR990730.1|	other metabolic processes
gi|379081368|gb|JR979037.1|	other biological processes
gi|379111975|gb|JT009645.1|	signal transduction
gi|379105951|gb|JT003621.1|	other metabolic processes
gi|379102467|gb|JT000137.1|	other metabolic processes
gi|379121639|gb|JT019309.1|	death
gi|379100127|gb|JR997796.1|	protein metabolism
gi|379111607|gb|JT009277.1|	other metabolic processes
gi|379108437|gb|JT006107.1|	stress response
gi|379086015|gb|JR983684.1|	signal transduction
gi|379093467|gb|JR991136.1|	other biological processes
gi|379073623|gb|JR971292.1|	stress response
gi|379099809|gb|JR997478.1|	other metabolic processes
gi|379086776|gb|JR984445.1|	cell organization and biogenesis
gi|379090096|gb|JR987765.1|	other biological processes
gi|379092024|gb|JR989693.1|	cell organization and biogenesis
gi|379118622|gb|JT016292.1|	developmental processes
gi|379084115|gb|JR981784.1|	death
gi|379098870|gb|JR996539.1|	protein metabolism
gi|379073773|gb|JR971442.1|	other biological processes
gi|379102919|gb|JT000589.1|	stress response
gi|379123278|gb|JT020948.1|	developmental processes
gi|379085054|gb|JR982723.1|	other metabolic processes
gi|379117569|gb|JT015239.1|	other biological processes
gi|379101357|gb|JR999026.1|	developmental processes
gi|379090526|gb|JR988195.1|	cell adhesion
gi|379108813|gb|JT006483.1|	cell cycle and proliferation
gi|379097201|gb|JR994870.1|	other metabolic processes
gi|379119176|gb|JT016846.1|	cell cycle and proliferation
gi|379075358|gb|JR973027.1|	other metabolic processes
gi|379072772|gb|JR970441.1|	developmental processes
gi|379074736|gb|JR972405.1|	other biological processes
gi|379076796|gb|JR974465.1|	developmental processes
gi|379075479|gb|JR973148.1|	transport
gi|379074827|gb|JR972496.1|	cell organization and biogenesis
gi|379081432|gb|JR979101.1|	signal transduction
gi|379089153|gb|JR986822.1|	other biological processes
gi|379125596|gb|JT023266.1|	other biological processes
gi|379090592|gb|JR988261.1|	cell-cell signaling
gi|379073496|gb|JR971165.1|	cell organization and biogenesis
gi|379109807|gb|JT007477.1|	stress response
gi|379124999|gb|JT022669.1|	developmental processes
gi|379081802|gb|JR979471.1|	cell cycle and proliferation
gi|379091860|gb|JR989529.1|	cell organization and biogenesis
gi|379092784|gb|JR990453.1|	transport
gi|379124707|gb|JT022377.1|	other metabolic processes
gi|379072881|gb|JR970550.1|	RNA metabolism
gi|379114345|gb|JT012015.1|	developmental processes
gi|379118680|gb|JT016350.1|	cell organization and biogenesis
gi|379088665|gb|JR986334.1|	developmental processes
gi|379123085|gb|JT020755.1|	DNA metabolism
gi|379124782|gb|JT022452.1|	other metabolic processes
gi|379078150|gb|JR975819.1|	cell cycle and proliferation
gi|379077560|gb|JR975229.1|	cell organization and biogenesis
gi|379112656|gb|JT010326.1|	stress response
gi|379084152|gb|JR981821.1|	death
gi|379091770|gb|JR989439.1|	stress response
gi|379092522|gb|JR990191.1|	signal transduction
gi|379100801|gb|JR998470.1|	cell-cell signaling
gi|379095359|gb|JR993028.1|	developmental processes
gi|379092800|gb|JR990469.1|	death
gi|379097051|gb|JR994720.1|	cell organization and biogenesis
gi|379081984|gb|JR979653.1|	other biological processes
gi|379096920|gb|JR994589.1|	RNA metabolism
gi|379079589|gb|JR977258.1|	other metabolic processes
gi|379084643|gb|JR982312.1|	protein metabolism
gi|379105361|gb|JT003031.1|	other biological processes
gi|379088609|gb|JR986278.1|	other biological processes
gi|379091996|gb|JR989665.1|	developmental processes
gi|379077863|gb|JR975532.1|	signal transduction
gi|379079854|gb|JR977523.1|	other biological processes
gi|379103425|gb|JT001095.1|	transport
gi|379111939|gb|JT009609.1|	protein metabolism
gi|379101077|gb|JR998746.1|	developmental processes
gi|379079195|gb|JR976864.1|	other metabolic processes
gi|379125134|gb|JT022804.1|	other metabolic processes
gi|379083320|gb|JR980989.1|	other biological processes
gi|379115219|gb|JT012889.1|	developmental processes
gi|379077448|gb|JR975117.1|	other biological processes
gi|379085919|gb|JR983588.1|	protein metabolism
gi|379122985|gb|JT020655.1|	protein metabolism
gi|379076154|gb|JR973823.1|	signal transduction
gi|379121581|gb|JT019251.1|	protein metabolism
gi|379086086|gb|JR983755.1|	cell adhesion
gi|379092649|gb|JR990318.1|	transport
gi|379074008|gb|JR971677.1|	stress response
gi|379078003|gb|JR975672.1|	cell organization and biogenesis
gi|379094376|gb|JR992045.1|	DNA metabolism
gi|379081236|gb|JR978905.1|	protein metabolism
gi|379076517|gb|JR974186.1|	other metabolic processes
gi|379089151|gb|JR986820.1|	other metabolic processes
gi|379091352|gb|JR989021.1|	other metabolic processes
gi|379111361|gb|JT009031.1|	cell cycle and proliferation
gi|379096387|gb|JR994056.1|	death
gi|379119227|gb|JT016897.1|	developmental processes
gi|379090528|gb|JR988197.1|	signal transduction
gi|379103373|gb|JT001043.1|	other metabolic processes
gi|379120277|gb|JT017947.1|	transport
gi|379112174|gb|JT009844.1|	protein metabolism
gi|379091376|gb|JR989045.1|	developmental processes
gi|379125251|gb|JT022921.1|	DNA metabolism
gi|379123816|gb|JT021486.1|	DNA metabolism
gi|379096146|gb|JR993815.1|	signal transduction
gi|379075165|gb|JR972834.1|	other biological processes
gi|379103321|gb|JT000991.1|	protein metabolism
gi|379094681|gb|JR992350.1|	RNA metabolism
gi|379080479|gb|JR978148.1|	cell adhesion
gi|379087024|gb|JR984693.1|	other biological processes
gi|379093843|gb|JR991512.1|	cell cycle and proliferation
gi|379093063|gb|JR990732.1|	DNA metabolism
gi|379118141|gb|JT015811.1|	protein metabolism
gi|379092646|gb|JR990315.1|	signal transduction
gi|379096765|gb|JR994434.1|	cell cycle and proliferation
gi|379110753|gb|JT008423.1|	signal transduction
gi|379081343|gb|JR979012.1|	developmental processes
gi|379103039|gb|JT000709.1|	cell organization and biogenesis
gi|379112107|gb|JT009777.1|	DNA metabolism
gi|379102248|gb|JR999917.1|	cell organization and biogenesis
gi|379123186|gb|JT020856.1|	stress response
gi|379079515|gb|JR977184.1|	other biological processes
gi|379098856|gb|JR996525.1|	cell organization and biogenesis
gi|379100736|gb|JR998405.1|	cell adhesion
gi|379120127|gb|JT017797.1|	protein metabolism
gi|379077847|gb|JR975516.1|	signal transduction
gi|379100649|gb|JR998318.1|	cell organization and biogenesis
gi|379100771|gb|JR998440.1|	other biological processes
gi|379105040|gb|JT002710.1|	developmental processes
gi|379081076|gb|JR978745.1|	cell cycle and proliferation
gi|379108795|gb|JT006465.1|	other biological processes
gi|379099427|gb|JR997096.1|	developmental processes
gi|379109745|gb|JT007415.1|	other biological processes
gi|379094506|gb|JR992175.1|	DNA metabolism
gi|379091931|gb|JR989600.1|	transport
gi|379085188|gb|JR982857.1|	protein metabolism
gi|379096401|gb|JR994070.1|	signal transduction
gi|379108445|gb|JT006115.1|	signal transduction
gi|379122231|gb|JT019901.1|	transport
gi|379102483|gb|JT000153.1|	cell adhesion
gi|379082232|gb|JR979901.1|	other metabolic processes
gi|379090718|gb|JR988387.1|	signal transduction
gi|379090804|gb|JR988473.1|	protein metabolism
gi|379073704|gb|JR971373.1|	protein metabolism
gi|379079362|gb|JR977031.1|	transport
gi|379088718|gb|JR986387.1|	other metabolic processes
gi|379099986|gb|JR997655.1|	death
gi|379090705|gb|JR988374.1|	signal transduction
gi|379078843|gb|JR976512.1|	other biological processes
gi|379080260|gb|JR977929.1|	cell cycle and proliferation
gi|379093361|gb|JR991030.1|	developmental processes
gi|379103200|gb|JT000870.1|	developmental processes
gi|379119954|gb|JT017624.1|	signal transduction
gi|379075466|gb|JR973135.1|	other biological processes
gi|379103296|gb|JT000966.1|	other biological processes
gi|379094853|gb|JR992522.1|	other biological processes
gi|379086915|gb|JR984584.1|	other biological processes
gi|379077832|gb|JR975501.1|	transport
gi|379125643|gb|JT023313.1|	developmental processes
gi|379094043|gb|JR991712.1|	other metabolic processes
gi|379080380|gb|JR978049.1|	other metabolic processes
gi|379084619|gb|JR982288.1|	signal transduction
gi|379075417|gb|JR973086.1|	DNA metabolism
gi|379079687|gb|JR977356.1|	other biological processes
gi|379092186|gb|JR989855.1|	protein metabolism
gi|379108636|gb|JT006306.1|	other biological processes
gi|379121662|gb|JT019332.1|	protein metabolism
gi|379087308|gb|JR984977.1|	stress response
gi|379085610|gb|JR983279.1|	DNA metabolism
gi|379094831|gb|JR992500.1|	cell organization and biogenesis
gi|379118703|gb|JT016373.1|	RNA metabolism
gi|379077756|gb|JR975425.1|	developmental processes
gi|379111584|gb|JT009254.1|	stress response
gi|379075213|gb|JR972882.1|	RNA metabolism
gi|379084045|gb|JR981714.1|	RNA metabolism
gi|379084423|gb|JR982092.1|	other biological processes
gi|379101243|gb|JR998912.1|	other metabolic processes
gi|379082577|gb|JR980246.1|	death
gi|379104204|gb|JT001874.1|	death
gi|379109391|gb|JT007061.1|	RNA metabolism
gi|379092928|gb|JR990597.1|	transport
gi|379118611|gb|JT016281.1|	transport
gi|379107985|gb|JT005655.1|	other biological processes
gi|379109267|gb|JT006937.1|	other metabolic processes
gi|379077266|gb|JR974935.1|	signal transduction
gi|379083732|gb|JR981401.1|	other metabolic processes
gi|379099296|gb|JR996965.1|	other metabolic processes
gi|379104388|gb|JT002058.1|	other biological processes
gi|379096172|gb|JR993841.1|	cell cycle and proliferation
gi|379080017|gb|JR977686.1|	cell organization and biogenesis
gi|379100504|gb|JR998173.1|	protein metabolism
gi|379080930|gb|JR978599.1|	DNA metabolism
gi|379090291|gb|JR987960.1|	other metabolic processes
gi|379079210|gb|JR976879.1|	other metabolic processes
gi|379114811|gb|JT012481.1|	protein metabolism
gi|379093339|gb|JR991008.1|	stress response
gi|379120509|gb|JT018179.1|	other biological processes
gi|379094877|gb|JR992546.1|	signal transduction
gi|379098888|gb|JR996557.1|	other biological processes
gi|379075528|gb|JR973197.1|	other metabolic processes
gi|379115313|gb|JT012983.1|	cell organization and biogenesis
gi|379093053|gb|JR990722.1|	other metabolic processes
gi|379119311|gb|JT016981.1|	cell adhesion
gi|379110437|gb|JT008107.1|	cell organization and biogenesis
gi|379079556|gb|JR977225.1|	other metabolic processes
gi|379097934|gb|JR995603.1|	other metabolic processes
gi|379124967|gb|JT022637.1|	RNA metabolism
gi|379075674|gb|JR973343.1|	signal transduction
gi|379102688|gb|JT000358.1|	other metabolic processes
gi|379124013|gb|JT021683.1|	other metabolic processes
gi|379078008|gb|JR975677.1|	cell cycle and proliferation
gi|379117008|gb|JT014678.1|	cell organization and biogenesis
gi|379087877|gb|JR985546.1|	other metabolic processes
gi|379116409|gb|JT014079.1|	signal transduction
gi|379075690|gb|JR973359.1|	death
gi|379091056|gb|JR988725.1|	developmental processes
gi|379102627|gb|JT000297.1|	RNA metabolism
gi|379092194|gb|JR989863.1|	protein metabolism
gi|379122620|gb|JT020290.1|	cell cycle and proliferation
gi|379114666|gb|JT012336.1|	developmental processes
gi|379101329|gb|JR998998.1|	cell cycle and proliferation
gi|379112595|gb|JT010265.1|	RNA metabolism
gi|379087980|gb|JR985649.1|	developmental processes
gi|379094084|gb|JR991753.1|	developmental processes
gi|379081529|gb|JR979198.1|	signal transduction
gi|379083004|gb|JR980673.1|	other metabolic processes
gi|379092218|gb|JR989887.1|	death
gi|379077739|gb|JR975408.1|	signal transduction
gi|379123134|gb|JT020804.1|	developmental processes
gi|379096969|gb|JR994638.1|	other metabolic processes
gi|379089683|gb|JR987352.1|	other biological processes
gi|379084228|gb|JR981897.1|	RNA metabolism
gi|379100814|gb|JR998483.1|	cell organization and biogenesis
gi|379095368|gb|JR993037.1|	other metabolic processes
gi|379082898|gb|JR980567.1|	cell cycle and proliferation
gi|379101256|gb|JR998925.1|	other metabolic processes
gi|379078668|gb|JR976337.1|	other metabolic processes
gi|379085435|gb|JR983104.1|	signal transduction
gi|379105183|gb|JT002853.1|	protein metabolism
gi|379106673|gb|JT004343.1|	protein metabolism
gi|379075827|gb|JR973496.1|	cell organization and biogenesis
gi|379103581|gb|JT001251.1|	other biological processes
gi|379111255|gb|JT008925.1|	transport
gi|379116263|gb|JT013933.1|	other biological processes
gi|379084346|gb|JR982015.1|	stress response
gi|379099836|gb|JR997505.1|	other metabolic processes
gi|379097694|gb|JR995363.1|	cell organization and biogenesis
gi|379079033|gb|JR976702.1|	other biological processes
gi|379095107|gb|JR992776.1|	transport
gi|379083740|gb|JR981409.1|	cell organization and biogenesis
gi|379090929|gb|JR988598.1|	other biological processes
gi|379088440|gb|JR986109.1|	cell cycle and proliferation
gi|379099853|gb|JR997522.1|	signal transduction
gi|379118129|gb|JT015799.1|	developmental processes
gi|379123597|gb|JT021267.1|	transport
gi|379083527|gb|JR981196.1|	protein metabolism
gi|379092498|gb|JR990167.1|	cell organization and biogenesis
gi|379087042|gb|JR984711.1|	developmental processes
gi|379097838|gb|JR995507.1|	transport
gi|379114236|gb|JT011906.1|	DNA metabolism
gi|379095249|gb|JR992918.1|	other biological processes
gi|379100611|gb|JR998280.1|	developmental processes
gi|379119677|gb|JT017347.1|	cell cycle and proliferation
gi|379101243|gb|JR998912.1|	cell organization and biogenesis
gi|379112446|gb|JT010116.1|	other biological processes
gi|379107667|gb|JT005337.1|	transport
gi|379076235|gb|JR973904.1|	cell cycle and proliferation
gi|379114026|gb|JT011696.1|	cell cycle and proliferation
gi|379076796|gb|JR974465.1|	cell adhesion
gi|379123126|gb|JT020796.1|	other metabolic processes
gi|379074637|gb|JR972306.1|	protein metabolism
gi|379078859|gb|JR976528.1|	other metabolic processes
gi|379094392|gb|JR992061.1|	transport
gi|379088893|gb|JR986562.1|	other biological processes
gi|379123692|gb|JT021362.1|	other biological processes
gi|379083284|gb|JR980953.1|	cell-cell signaling
gi|379103431|gb|JT001101.1|	signal transduction
gi|379114274|gb|JT011944.1|	other metabolic processes
gi|379098322|gb|JR995991.1|	signal transduction
gi|379089441|gb|JR987110.1|	protein metabolism
gi|379123845|gb|JT021515.1|	stress response
gi|379099009|gb|JR996678.1|	other metabolic processes
gi|379076809|gb|JR974478.1|	RNA metabolism
gi|379115678|gb|JT013348.1|	cell organization and biogenesis
gi|379082849|gb|JR980518.1|	cell organization and biogenesis
gi|379084468|gb|JR982137.1|	DNA metabolism
gi|379120656|gb|JT018326.1|	cell organization and biogenesis
gi|379093471|gb|JR991140.1|	signal transduction
gi|379080076|gb|JR977745.1|	cell adhesion
gi|379112311|gb|JT009981.1|	other biological processes
gi|379091545|gb|JR989214.1|	transport
gi|379076789|gb|JR974458.1|	stress response
gi|379086968|gb|JR984637.1|	cell organization and biogenesis
gi|379101589|gb|JR999258.1|	other metabolic processes
gi|379113375|gb|JT011045.1|	other biological processes
gi|379087041|gb|JR984710.1|	protein metabolism
gi|379109410|gb|JT007080.1|	other metabolic processes
gi|379108604|gb|JT006274.1|	other metabolic processes
gi|379094476|gb|JR992145.1|	other biological processes
gi|379077048|gb|JR974717.1|	cell organization and biogenesis
gi|379083717|gb|JR981386.1|	transport
gi|379093619|gb|JR991288.1|	cell-cell signaling
gi|379078300|gb|JR975969.1|	transport
gi|379075664|gb|JR973333.1|	other metabolic processes
gi|379082997|gb|JR980666.1|	developmental processes
gi|379103681|gb|JT001351.1|	developmental processes
gi|379074752|gb|JR972421.1|	cell cycle and proliferation
gi|379108472|gb|JT006142.1|	other metabolic processes
gi|379107270|gb|JT004940.1|	cell organization and biogenesis
gi|379103274|gb|JT000944.1|	cell organization and biogenesis
gi|379085470|gb|JR983139.1|	cell cycle and proliferation
gi|379077013|gb|JR974682.1|	RNA metabolism
gi|379105842|gb|JT003512.1|	signal transduction
gi|379113603|gb|JT011273.1|	transport
gi|379124854|gb|JT022524.1|	protein metabolism
gi|379110089|gb|JT007759.1|	RNA metabolism
gi|379093763|gb|JR991432.1|	other metabolic processes
gi|379104952|gb|JT002622.1|	other biological processes
gi|379111026|gb|JT008696.1|	other metabolic processes
gi|379095267|gb|JR992936.1|	RNA metabolism
gi|379114422|gb|JT012092.1|	other biological processes
gi|379116910|gb|JT014580.1|	stress response
gi|379091712|gb|JR989381.1|	cell cycle and proliferation
gi|379107531|gb|JT005201.1|	signal transduction
gi|379092091|gb|JR989760.1|	protein metabolism
gi|379105232|gb|JT002902.1|	other biological processes
gi|379123997|gb|JT021667.1|	DNA metabolism
gi|379088260|gb|JR985929.1|	transport
gi|379099302|gb|JR996971.1|	signal transduction
gi|379113313|gb|JT010983.1|	DNA metabolism
gi|379078491|gb|JR976160.1|	cell cycle and proliferation
gi|379109263|gb|JT006933.1|	other metabolic processes
gi|379077454|gb|JR975123.1|	protein metabolism
gi|379115778|gb|JT013448.1|	stress response
gi|379077348|gb|JR975017.1|	RNA metabolism
gi|379085611|gb|JR983280.1|	other metabolic processes
gi|379076801|gb|JR974470.1|	protein metabolism
gi|379098037|gb|JR995706.1|	other biological processes
gi|379088533|gb|JR986202.1|	cell organization and biogenesis
gi|379091962|gb|JR989631.1|	protein metabolism
gi|379089949|gb|JR987618.1|	transport
gi|379114867|gb|JT012537.1|	developmental processes
gi|379095952|gb|JR993621.1|	cell organization and biogenesis
gi|379115937|gb|JT013607.1|	other metabolic processes
gi|379092190|gb|JR989859.1|	transport
gi|379085164|gb|JR982833.1|	other biological processes
gi|379107680|gb|JT005350.1|	stress response
gi|379125283|gb|JT022953.1|	other metabolic processes
gi|379099294|gb|JR996963.1|	transport
gi|379083725|gb|JR981394.1|	cell organization and biogenesis
gi|379111980|gb|JT009650.1|	cell cycle and proliferation
gi|379117644|gb|JT015314.1|	other biological processes
gi|379099522|gb|JR997191.1|	transport
gi|379110437|gb|JT008107.1|	developmental processes
gi|379101469|gb|JR999138.1|	other metabolic processes
gi|379119538|gb|JT017208.1|	other biological processes
gi|379088854|gb|JR986523.1|	other biological processes
gi|379075466|gb|JR973135.1|	stress response
gi|379103360|gb|JT001030.1|	other metabolic processes
gi|379115332|gb|JT013002.1|	other metabolic processes
gi|379095696|gb|JR993365.1|	other metabolic processes
gi|379121471|gb|JT019141.1|	cell cycle and proliferation
gi|379078582|gb|JR976251.1|	developmental processes
gi|379106875|gb|JT004545.1|	cell organization and biogenesis
gi|379117369|gb|JT015039.1|	other metabolic processes
gi|379108786|gb|JT006456.1|	death
gi|379125328|gb|JT022998.1|	DNA metabolism
gi|379107203|gb|JT004873.1|	stress response
gi|379074977|gb|JR972646.1|	other biological processes
gi|379100283|gb|JR997952.1|	other metabolic processes
gi|379120568|gb|JT018238.1|	cell-cell signaling
gi|379081883|gb|JR979552.1|	other biological processes
gi|379074372|gb|JR972041.1|	signal transduction
gi|379094694|gb|JR992363.1|	developmental processes
gi|379097247|gb|JR994916.1|	cell organization and biogenesis
gi|379089110|gb|JR986779.1|	other biological processes
gi|379121850|gb|JT019520.1|	other metabolic processes
gi|379077620|gb|JR975289.1|	other biological processes
gi|379114688|gb|JT012358.1|	developmental processes
gi|379117706|gb|JT015376.1|	RNA metabolism
gi|379114289|gb|JT011959.1|	other biological processes
gi|379113821|gb|JT011491.1|	signal transduction
gi|379089917|gb|JR987586.1|	other metabolic processes
gi|379086156|gb|JR983825.1|	other biological processes
gi|379086745|gb|JR984414.1|	developmental processes
gi|379116431|gb|JT014101.1|	other metabolic processes
gi|379103605|gb|JT001275.1|	other metabolic processes
gi|379102429|gb|JT000099.1|	RNA metabolism
gi|379124225|gb|JT021895.1|	DNA metabolism
gi|379094095|gb|JR991764.1|	protein metabolism
gi|379120088|gb|JT017758.1|	transport
gi|379090793|gb|JR988462.1|	other metabolic processes
gi|379121721|gb|JT019391.1|	other metabolic processes
gi|379122889|gb|JT020559.1|	signal transduction
gi|379082349|gb|JR980018.1|	other biological processes
gi|379093979|gb|JR991648.1|	other biological processes
gi|379078846|gb|JR976515.1|	death
gi|379103583|gb|JT001253.1|	RNA metabolism
gi|379088053|gb|JR985722.1|	cell organization and biogenesis
gi|379122256|gb|JT019926.1|	RNA metabolism
gi|379103421|gb|JT001091.1|	RNA metabolism
gi|379110845|gb|JT008515.1|	developmental processes
gi|379097042|gb|JR994711.1|	cell organization and biogenesis
gi|379085110|gb|JR982779.1|	cell organization and biogenesis
gi|379092627|gb|JR990296.1|	other metabolic processes
gi|379115773|gb|JT013443.1|	cell adhesion
gi|379113400|gb|JT011070.1|	DNA metabolism
gi|379107021|gb|JT004691.1|	cell organization and biogenesis
gi|379082967|gb|JR980636.1|	protein metabolism
gi|379122849|gb|JT020519.1|	other biological processes
gi|379119938|gb|JT017608.1|	signal transduction
gi|379118716|gb|JT016386.1|	cell organization and biogenesis
gi|379106550|gb|JT004220.1|	cell organization and biogenesis
gi|379099386|gb|JR997055.1|	other biological processes
gi|379100610|gb|JR998279.1|	signal transduction
gi|379075296|gb|JR972965.1|	stress response
gi|379093818|gb|JR991487.1|	signal transduction
gi|379086497|gb|JR984166.1|	other biological processes
gi|379076280|gb|JR973949.1|	other metabolic processes
gi|379117068|gb|JT014738.1|	other biological processes
gi|379074713|gb|JR972382.1|	protein metabolism
gi|379086932|gb|JR984601.1|	stress response
gi|379099240|gb|JR996909.1|	other biological processes
gi|379079149|gb|JR976818.1|	cell cycle and proliferation
gi|379115054|gb|JT012724.1|	signal transduction
gi|379077111|gb|JR974780.1|	other biological processes
gi|379107749|gb|JT005419.1|	transport
gi|379124481|gb|JT022151.1|	other biological processes
gi|379124992|gb|JT022662.1|	signal transduction
gi|379101537|gb|JR999206.1|	other biological processes
gi|379110630|gb|JT008300.1|	developmental processes
gi|379114992|gb|JT012662.1|	other biological processes
gi|379121454|gb|JT019124.1|	transport
gi|379077558|gb|JR975227.1|	other metabolic processes
gi|379117038|gb|JT014708.1|	other metabolic processes
gi|379091678|gb|JR989347.1|	other metabolic processes
gi|379112107|gb|JT009777.1|	other metabolic processes
gi|379104652|gb|JT002322.1|	other biological processes
gi|379114932|gb|JT012602.1|	other metabolic processes
gi|379118978|gb|JT016648.1|	signal transduction
gi|379087452|gb|JR985121.1|	RNA metabolism
gi|379080842|gb|JR978511.1|	protein metabolism
gi|379097563|gb|JR995232.1|	transport
gi|379111491|gb|JT009161.1|	stress response
gi|379113864|gb|JT011534.1|	cell-cell signaling
gi|379076003|gb|JR973672.1|	other metabolic processes
gi|379116007|gb|JT013677.1|	other biological processes
gi|379083442|gb|JR981111.1|	cell organization and biogenesis
gi|379123582|gb|JT021252.1|	other metabolic processes
gi|379111554|gb|JT009224.1|	protein metabolism
gi|379096170|gb|JR993839.1|	other biological processes
gi|379082087|gb|JR979756.1|	stress response
gi|379121748|gb|JT019418.1|	protein metabolism
gi|379107520|gb|JT005190.1|	developmental processes
gi|379124727|gb|JT022397.1|	cell organization and biogenesis
gi|379112653|gb|JT010323.1|	transport
gi|379094461|gb|JR992130.1|	DNA metabolism
gi|379080343|gb|JR978012.1|	RNA metabolism
gi|379119256|gb|JT016926.1|	other metabolic processes
gi|379092594|gb|JR990263.1|	other biological processes
gi|379112568|gb|JT010238.1|	other metabolic processes
gi|379115313|gb|JT012983.1|	other metabolic processes
gi|379092802|gb|JR990471.1|	transport
gi|379105870|gb|JT003540.1|	signal transduction
gi|379078886|gb|JR976555.1|	developmental processes
gi|379075008|gb|JR972677.1|	RNA metabolism
gi|379114989|gb|JT012659.1|	other biological processes
gi|379121024|gb|JT018694.1|	cell-cell signaling
gi|379124100|gb|JT021770.1|	DNA metabolism
gi|379109565|gb|JT007235.1|	signal transduction
gi|379093887|gb|JR991556.1|	DNA metabolism
gi|379103958|gb|JT001628.1|	RNA metabolism
gi|379104286|gb|JT001956.1|	protein metabolism
gi|379087029|gb|JR984698.1|	cell-cell signaling
gi|379091507|gb|JR989176.1|	other metabolic processes
gi|379076275|gb|JR973944.1|	other metabolic processes
gi|379077061|gb|JR974730.1|	signal transduction
gi|379083627|gb|JR981296.1|	transport
gi|379116707|gb|JT014377.1|	other biological processes
gi|379089442|gb|JR987111.1|	other biological processes
gi|379108556|gb|JT006226.1|	protein metabolism
gi|379098214|gb|JR995883.1|	other biological processes
gi|379085634|gb|JR983303.1|	other metabolic processes
gi|379097620|gb|JR995289.1|	other metabolic processes
gi|379091477|gb|JR989146.1|	cell organization and biogenesis
gi|379092800|gb|JR990469.1|	cell adhesion
gi|379106773|gb|JT004443.1|	developmental processes
gi|379113497|gb|JT011167.1|	developmental processes
gi|379073379|gb|JR971048.1|	transport
gi|379080647|gb|JR978316.1|	cell adhesion
gi|379109518|gb|JT007188.1|	protein metabolism
gi|379078305|gb|JR975974.1|	developmental processes
gi|379101953|gb|JR999622.1|	other metabolic processes
gi|379108156|gb|JT005826.1|	stress response
gi|379100686|gb|JR998355.1|	RNA metabolism
gi|379115335|gb|JT013005.1|	stress response
gi|379098538|gb|JR996207.1|	other metabolic processes
gi|379105452|gb|JT003122.1|	other biological processes
gi|379112892|gb|JT010562.1|	other biological processes
gi|379103300|gb|JT000970.1|	cell organization and biogenesis
gi|379119790|gb|JT017460.1|	transport
gi|379114622|gb|JT012292.1|	signal transduction
gi|379110817|gb|JT008487.1|	other biological processes
gi|379125634|gb|JT023304.1|	signal transduction
gi|379095519|gb|JR993188.1|	cell adhesion
gi|379120544|gb|JT018214.1|	stress response
gi|379114624|gb|JT012294.1|	developmental processes
gi|379107401|gb|JT005071.1|	protein metabolism
gi|379116237|gb|JT013907.1|	other biological processes
gi|379084831|gb|JR982500.1|	other biological processes
gi|379104403|gb|JT002073.1|	other biological processes
gi|379116078|gb|JT013748.1|	death
gi|379115328|gb|JT012998.1|	other metabolic processes
gi|379079259|gb|JR976928.1|	protein metabolism
gi|379088046|gb|JR985715.1|	protein metabolism
gi|379114343|gb|JT012013.1|	other biological processes
gi|379114300|gb|JT011970.1|	other metabolic processes
gi|379092967|gb|JR990636.1|	developmental processes
gi|379120813|gb|JT018483.1|	signal transduction
gi|379108213|gb|JT005883.1|	protein metabolism
gi|379105611|gb|JT003281.1|	other metabolic processes
gi|379107656|gb|JT005326.1|	cell cycle and proliferation
gi|379082025|gb|JR979694.1|	other biological processes
gi|379074932|gb|JR972601.1|	developmental processes
gi|379116419|gb|JT014089.1|	protein metabolism
gi|379108601|gb|JT006271.1|	transport
gi|379106953|gb|JT004623.1|	transport
gi|379087007|gb|JR984676.1|	signal transduction
gi|379112491|gb|JT010161.1|	other metabolic processes
gi|379076611|gb|JR974280.1|	death
