ContigID	GOSlim_bin
gi|379118580|gb|JT016250.1|	DNA metabolism
gi|379091539|gb|JR989208.1|	cell cycle and proliferation
gi|379082961|gb|JR980630.1|	developmental processes
gi|379111125|gb|JT008795.1|	other metabolic processes
gi|379073069|gb|JR970738.1|	cell-cell signaling
gi|379117992|gb|JT015662.1|	other metabolic processes
gi|379081656|gb|JR979325.1|	other biological processes
gi|379110483|gb|JT008153.1|	other metabolic processes
gi|379122908|gb|JT020578.1|	other biological processes
gi|379112313|gb|JT009983.1|	other metabolic processes
gi|379075009|gb|JR972678.1|	cell cycle and proliferation
gi|379082023|gb|JR979692.1|	other biological processes
gi|379080954|gb|JR978623.1|	protein metabolism
gi|379076233|gb|JR973902.1|	stress response
gi|379076269|gb|JR973938.1|	developmental processes
gi|379096528|gb|JR994197.1|	other biological processes
gi|379101106|gb|JR998775.1|	cell organization and biogenesis
gi|379094816|gb|JR992485.1|	other biological processes
gi|379089451|gb|JR987120.1|	other biological processes
gi|379080542|gb|JR978211.1|	other biological processes
gi|379083647|gb|JR981316.1|	protein metabolism
gi|379073653|gb|JR971322.1|	developmental processes
gi|379081952|gb|JR979621.1|	other metabolic processes
gi|379090592|gb|JR988261.1|	stress response
gi|379116303|gb|JT013973.1|	developmental processes
gi|379092058|gb|JR989727.1|	other metabolic processes
gi|379103162|gb|JT000832.1|	other biological processes
gi|379116230|gb|JT013900.1|	cell organization and biogenesis
gi|379082435|gb|JR980104.1|	RNA metabolism
gi|379108732|gb|JT006402.1|	other metabolic processes
gi|379077585|gb|JR975254.1|	other metabolic processes
gi|379120223|gb|JT017893.1|	cell adhesion
gi|379116155|gb|JT013825.1|	cell organization and biogenesis
gi|379080553|gb|JR978222.1|	RNA metabolism
gi|379080682|gb|JR978351.1|	signal transduction
gi|379084757|gb|JR982426.1|	other metabolic processes
gi|379089590|gb|JR987259.1|	cell organization and biogenesis
gi|379120770|gb|JT018440.1|	death
gi|379098321|gb|JR995990.1|	cell cycle and proliferation
gi|379104707|gb|JT002377.1|	cell organization and biogenesis
gi|379088063|gb|JR985732.1|	DNA metabolism
gi|379091408|gb|JR989077.1|	DNA metabolism
gi|379073574|gb|JR971243.1|	DNA metabolism
gi|379088924|gb|JR986593.1|	RNA metabolism
gi|379110186|gb|JT007856.1|	signal transduction
gi|379118730|gb|JT016400.1|	transport
gi|379122216|gb|JT019886.1|	other biological processes
gi|379079750|gb|JR977419.1|	transport
gi|379087098|gb|JR984767.1|	protein metabolism
gi|379077910|gb|JR975579.1|	other metabolic processes
gi|379077579|gb|JR975248.1|	other biological processes
gi|379108650|gb|JT006320.1|	RNA metabolism
gi|379086830|gb|JR984499.1|	other metabolic processes
gi|379119654|gb|JT017324.1|	other metabolic processes
gi|379105205|gb|JT002875.1|	protein metabolism
gi|379123158|gb|JT020828.1|	protein metabolism
gi|379072969|gb|JR970638.1|	RNA metabolism
gi|379107608|gb|JT005278.1|	cell adhesion
gi|379078512|gb|JR976181.1|	signal transduction
gi|379122268|gb|JT019938.1|	cell organization and biogenesis
gi|379112988|gb|JT010658.1|	signal transduction
gi|379096383|gb|JR994052.1|	other biological processes
gi|379073811|gb|JR971480.1|	transport
gi|379104107|gb|JT001777.1|	developmental processes
gi|379105002|gb|JT002672.1|	protein metabolism
gi|379092914|gb|JR990583.1|	cell cycle and proliferation
gi|379094253|gb|JR991922.1|	other metabolic processes
gi|379093674|gb|JR991343.1|	RNA metabolism
gi|379118331|gb|JT016001.1|	transport
gi|379093521|gb|JR991190.1|	cell organization and biogenesis
gi|379094714|gb|JR992383.1|	cell organization and biogenesis
gi|379121818|gb|JT019488.1|	signal transduction
gi|379100381|gb|JR998050.1|	other metabolic processes
gi|379094922|gb|JR992591.1|	cell organization and biogenesis
gi|379109394|gb|JT007064.1|	transport
gi|379099893|gb|JR997562.1|	protein metabolism
gi|379114026|gb|JT011696.1|	stress response
gi|379086741|gb|JR984410.1|	protein metabolism
gi|379085676|gb|JR983345.1|	other biological processes
gi|379120939|gb|JT018609.1|	protein metabolism
gi|379110545|gb|JT008215.1|	other metabolic processes
gi|379100499|gb|JR998168.1|	other metabolic processes
gi|379113673|gb|JT011343.1|	other metabolic processes
gi|379088442|gb|JR986111.1|	protein metabolism
gi|379124870|gb|JT022540.1|	signal transduction
gi|379102292|gb|JR999961.1|	RNA metabolism
gi|379120419|gb|JT018089.1|	cell adhesion
gi|379078998|gb|JR976667.1|	developmental processes
gi|379120302|gb|JT017972.1|	other metabolic processes
gi|379100735|gb|JR998404.1|	protein metabolism
gi|379105670|gb|JT003340.1|	developmental processes
gi|379105338|gb|JT003008.1|	other metabolic processes
gi|379124969|gb|JT022639.1|	cell-cell signaling
gi|379087098|gb|JR984767.1|	cell cycle and proliferation
gi|379092226|gb|JR989895.1|	other metabolic processes
gi|379078621|gb|JR976290.1|	other metabolic processes
gi|379092101|gb|JR989770.1|	cell cycle and proliferation
gi|379125706|gb|JT023376.1|	other metabolic processes
gi|379078052|gb|JR975721.1|	transport
gi|379105234|gb|JT002904.1|	other biological processes
gi|379076190|gb|JR973859.1|	other metabolic processes
gi|379120336|gb|JT018006.1|	RNA metabolism
gi|379123854|gb|JT021524.1|	other metabolic processes
gi|379102236|gb|JR999905.1|	protein metabolism
gi|379115546|gb|JT013216.1|	death
gi|379093161|gb|JR990830.1|	stress response
gi|379100075|gb|JR997744.1|	signal transduction
gi|379105635|gb|JT003305.1|	cell organization and biogenesis
gi|379086786|gb|JR984455.1|	transport
gi|379124448|gb|JT022118.1|	signal transduction
gi|379077829|gb|JR975498.1|	cell cycle and proliferation
gi|379074506|gb|JR972175.1|	other metabolic processes
gi|379104848|gb|JT002518.1|	signal transduction
gi|379093891|gb|JR991560.1|	other metabolic processes
gi|379075453|gb|JR973122.1|	protein metabolism
gi|379084146|gb|JR981815.1|	transport
gi|379106399|gb|JT004069.1|	other biological processes
gi|379105427|gb|JT003097.1|	transport
gi|379086260|gb|JR983929.1|	other metabolic processes
gi|379094096|gb|JR991765.1|	cell organization and biogenesis
gi|379084740|gb|JR982409.1|	protein metabolism
gi|379093647|gb|JR991316.1|	other biological processes
gi|379087581|gb|JR985250.1|	cell organization and biogenesis
gi|379117013|gb|JT014683.1|	signal transduction
gi|379086041|gb|JR983710.1|	developmental processes
gi|379090073|gb|JR987742.1|	RNA metabolism
gi|379125150|gb|JT022820.1|	cell organization and biogenesis
gi|379120694|gb|JT018364.1|	other biological processes
gi|379122889|gb|JT020559.1|	cell organization and biogenesis
gi|379073831|gb|JR971500.1|	transport
gi|379107575|gb|JT005245.1|	protein metabolism
gi|379106089|gb|JT003759.1|	cell organization and biogenesis
gi|379074921|gb|JR972590.1|	transport
gi|379092981|gb|JR990650.1|	protein metabolism
gi|379091127|gb|JR988796.1|	other metabolic processes
gi|379123490|gb|JT021160.1|	other biological processes
gi|379091562|gb|JR989231.1|	other biological processes
gi|379105797|gb|JT003467.1|	protein metabolism
gi|379098115|gb|JR995784.1|	signal transduction
gi|379087708|gb|JR985377.1|	developmental processes
gi|379099233|gb|JR996902.1|	DNA metabolism
gi|379120239|gb|JT017909.1|	RNA metabolism
gi|379109395|gb|JT007065.1|	other biological processes
gi|379105874|gb|JT003544.1|	cell cycle and proliferation
gi|379124534|gb|JT022204.1|	other biological processes
gi|379117133|gb|JT014803.1|	cell adhesion
gi|379113114|gb|JT010784.1|	cell organization and biogenesis
gi|379081330|gb|JR978999.1|	death
gi|379078550|gb|JR976219.1|	developmental processes
gi|379076912|gb|JR974581.1|	cell organization and biogenesis
gi|379098850|gb|JR996519.1|	other metabolic processes
gi|379121026|gb|JT018696.1|	other metabolic processes
gi|379093570|gb|JR991239.1|	other biological processes
gi|379110439|gb|JT008109.1|	cell adhesion
gi|379120666|gb|JT018336.1|	other metabolic processes
gi|379090608|gb|JR988277.1|	cell cycle and proliferation
gi|379111977|gb|JT009647.1|	cell-cell signaling
gi|379094353|gb|JR992022.1|	other biological processes
gi|379103004|gb|JT000674.1|	developmental processes
gi|379092524|gb|JR990193.1|	other metabolic processes
gi|379101525|gb|JR999194.1|	death
gi|379075447|gb|JR973116.1|	developmental processes
gi|379094945|gb|JR992614.1|	cell organization and biogenesis
gi|379077988|gb|JR975657.1|	developmental processes
gi|379111996|gb|JT009666.1|	cell cycle and proliferation
gi|379100820|gb|JR998489.1|	other biological processes
gi|379113789|gb|JT011459.1|	other biological processes
gi|379088545|gb|JR986214.1|	other biological processes
gi|379094320|gb|JR991989.1|	other biological processes
gi|379119029|gb|JT016699.1|	cell organization and biogenesis
gi|379125164|gb|JT022834.1|	developmental processes
gi|379108909|gb|JT006579.1|	other biological processes
gi|379091541|gb|JR989210.1|	cell organization and biogenesis
gi|379102987|gb|JT000657.1|	cell organization and biogenesis
gi|379107506|gb|JT005176.1|	other biological processes
gi|379085836|gb|JR983505.1|	cell organization and biogenesis
gi|379112559|gb|JT010229.1|	other biological processes
gi|379106544|gb|JT004214.1|	stress response
gi|379104504|gb|JT002174.1|	other biological processes
gi|379099714|gb|JR997383.1|	other metabolic processes
gi|379109660|gb|JT007330.1|	protein metabolism
gi|379121507|gb|JT019177.1|	signal transduction
gi|379080460|gb|JR978129.1|	other biological processes
gi|379117294|gb|JT014964.1|	transport
gi|379112108|gb|JT009778.1|	other metabolic processes
gi|379078876|gb|JR976545.1|	RNA metabolism
gi|379088885|gb|JR986554.1|	other biological processes
gi|379109325|gb|JT006995.1|	other biological processes
gi|379090281|gb|JR987950.1|	RNA metabolism
gi|379112016|gb|JT009686.1|	other metabolic processes
gi|379102115|gb|JR999784.1|	other metabolic processes
gi|379101329|gb|JR998998.1|	protein metabolism
gi|379109115|gb|JT006785.1|	signal transduction
gi|379111250|gb|JT008920.1|	protein metabolism
gi|379104863|gb|JT002533.1|	developmental processes
gi|379116743|gb|JT014413.1|	signal transduction
gi|379109022|gb|JT006692.1|	signal transduction
gi|379077536|gb|JR975205.1|	cell adhesion
gi|379124830|gb|JT022500.1|	signal transduction
gi|379110549|gb|JT008219.1|	cell-cell signaling
gi|379076424|gb|JR974093.1|	RNA metabolism
gi|379118979|gb|JT016649.1|	developmental processes
gi|379085648|gb|JR983317.1|	DNA metabolism
gi|379090297|gb|JR987966.1|	RNA metabolism
gi|379116973|gb|JT014643.1|	cell adhesion
gi|379101386|gb|JR999055.1|	cell organization and biogenesis
gi|379119875|gb|JT017545.1|	other biological processes
gi|379078139|gb|JR975808.1|	cell organization and biogenesis
gi|379118710|gb|JT016380.1|	cell cycle and proliferation
gi|379089690|gb|JR987359.1|	stress response
gi|379109375|gb|JT007045.1|	other biological processes
gi|379087420|gb|JR985089.1|	developmental processes
gi|379091991|gb|JR989660.1|	protein metabolism
gi|379101358|gb|JR999027.1|	death
gi|379096272|gb|JR993941.1|	stress response
gi|379093015|gb|JR990684.1|	death
gi|379103170|gb|JT000840.1|	transport
gi|379116865|gb|JT014535.1|	other metabolic processes
gi|379109957|gb|JT007627.1|	signal transduction
gi|379120030|gb|JT017700.1|	other biological processes
gi|379113126|gb|JT010796.1|	other biological processes
gi|379101358|gb|JR999027.1|	other biological processes
gi|379121225|gb|JT018895.1|	other biological processes
gi|379121370|gb|JT019040.1|	other biological processes
gi|379073482|gb|JR971151.1|	protein metabolism
gi|379108202|gb|JT005872.1|	cell cycle and proliferation
gi|379099410|gb|JR997079.1|	other biological processes
gi|379084570|gb|JR982239.1|	cell cycle and proliferation
gi|379088446|gb|JR986115.1|	other biological processes
gi|379117139|gb|JT014809.1|	other metabolic processes
gi|379106010|gb|JT003680.1|	other metabolic processes
gi|379116851|gb|JT014521.1|	transport
gi|379095428|gb|JR993097.1|	protein metabolism
gi|379113540|gb|JT011210.1|	other biological processes
gi|379114096|gb|JT011766.1|	cell organization and biogenesis
gi|379112384|gb|JT010054.1|	other metabolic processes
gi|379106425|gb|JT004095.1|	stress response
gi|379120793|gb|JT018463.1|	other biological processes
gi|379089680|gb|JR987349.1|	other biological processes
gi|379076130|gb|JR973799.1|	other metabolic processes
gi|379077050|gb|JR974719.1|	other biological processes
gi|379120558|gb|JT018228.1|	other biological processes
gi|379082231|gb|JR979900.1|	transport
gi|379095522|gb|JR993191.1|	other biological processes
gi|379077756|gb|JR975425.1|	other biological processes
gi|379088463|gb|JR986132.1|	other metabolic processes
gi|379089766|gb|JR987435.1|	RNA metabolism
gi|379122061|gb|JT019731.1|	other biological processes
gi|379079483|gb|JR977152.1|	signal transduction
gi|379079470|gb|JR977139.1|	other metabolic processes
gi|379092011|gb|JR989680.1|	other biological processes
gi|379083867|gb|JR981536.1|	protein metabolism
gi|379088971|gb|JR986640.1|	cell organization and biogenesis
gi|379112011|gb|JT009681.1|	other biological processes
gi|379088194|gb|JR985863.1|	other metabolic processes
gi|379090804|gb|JR988473.1|	other metabolic processes
gi|379120134|gb|JT017804.1|	transport
gi|379091139|gb|JR988808.1|	protein metabolism
gi|379106489|gb|JT004159.1|	cell organization and biogenesis
gi|379125150|gb|JT022820.1|	cell cycle and proliferation
gi|379105262|gb|JT002932.1|	stress response
gi|379086396|gb|JR984065.1|	cell organization and biogenesis
gi|379112048|gb|JT009718.1|	protein metabolism
gi|379075559|gb|JR973228.1|	stress response
gi|379111011|gb|JT008681.1|	DNA metabolism
gi|379092998|gb|JR990667.1|	signal transduction
gi|379113996|gb|JT011666.1|	RNA metabolism
gi|379123709|gb|JT021379.1|	protein metabolism
gi|379091465|gb|JR989134.1|	other biological processes
gi|379076787|gb|JR974456.1|	protein metabolism
gi|379106923|gb|JT004593.1|	death
gi|379074773|gb|JR972442.1|	cell adhesion
gi|379103128|gb|JT000798.1|	other biological processes
gi|379090940|gb|JR988609.1|	cell organization and biogenesis
gi|379090472|gb|JR988141.1|	protein metabolism
gi|379108202|gb|JT005872.1|	cell organization and biogenesis
gi|379103441|gb|JT001111.1|	other biological processes
gi|379085174|gb|JR982843.1|	transport
gi|379108729|gb|JT006399.1|	DNA metabolism
gi|379115299|gb|JT012969.1|	death
gi|379101358|gb|JR999027.1|	protein metabolism
gi|379111977|gb|JT009647.1|	signal transduction
gi|379084717|gb|JR982386.1|	transport
gi|379123773|gb|JT021443.1|	transport
gi|379083328|gb|JR980997.1|	transport
gi|379115326|gb|JT012996.1|	protein metabolism
gi|379102485|gb|JT000155.1|	cell organization and biogenesis
gi|379105404|gb|JT003074.1|	other biological processes
gi|379099737|gb|JR997406.1|	other metabolic processes
gi|379095530|gb|JR993199.1|	cell organization and biogenesis
gi|379096764|gb|JR994433.1|	RNA metabolism
gi|379087799|gb|JR985468.1|	other biological processes
gi|379113624|gb|JT011294.1|	other metabolic processes
gi|379115879|gb|JT013549.1|	cell organization and biogenesis
gi|379105234|gb|JT002904.1|	death
gi|379099439|gb|JR997108.1|	RNA metabolism
gi|379109089|gb|JT006759.1|	developmental processes
gi|379098488|gb|JR996157.1|	RNA metabolism
gi|379097878|gb|JR995547.1|	RNA metabolism
gi|379075461|gb|JR973130.1|	protein metabolism
gi|379087558|gb|JR985227.1|	stress response
gi|379122987|gb|JT020657.1|	protein metabolism
gi|379083159|gb|JR980828.1|	other metabolic processes
gi|379093826|gb|JR991495.1|	other biological processes
gi|379080478|gb|JR978147.1|	signal transduction
gi|379120020|gb|JT017690.1|	other biological processes
gi|379084487|gb|JR982156.1|	developmental processes
gi|379073053|gb|JR970722.1|	RNA metabolism
gi|379087299|gb|JR984968.1|	other metabolic processes
gi|379112744|gb|JT010414.1|	transport
gi|379073742|gb|JR971411.1|	death
gi|379107949|gb|JT005619.1|	other biological processes
gi|379117319|gb|JT014989.1|	other biological processes
gi|379078183|gb|JR975852.1|	other biological processes
gi|379123071|gb|JT020741.1|	other biological processes
gi|379094314|gb|JR991983.1|	transport
gi|379117399|gb|JT015069.1|	other biological processes
gi|379081291|gb|JR978960.1|	RNA metabolism
gi|379091391|gb|JR989060.1|	cell cycle and proliferation
gi|379095316|gb|JR992985.1|	death
gi|379108829|gb|JT006499.1|	other metabolic processes
gi|379123805|gb|JT021475.1|	other metabolic processes
gi|379094025|gb|JR991694.1|	other biological processes
gi|379099560|gb|JR997229.1|	signal transduction
gi|379094877|gb|JR992546.1|	cell organization and biogenesis
gi|379104222|gb|JT001892.1|	other biological processes
gi|379086170|gb|JR983839.1|	RNA metabolism
gi|379077687|gb|JR975356.1|	developmental processes
gi|379085954|gb|JR983623.1|	cell cycle and proliferation
gi|379117258|gb|JT014928.1|	other metabolic processes
gi|379108301|gb|JT005971.1|	signal transduction
gi|379115641|gb|JT013311.1|	RNA metabolism
gi|379121747|gb|JT019417.1|	stress response
gi|379089581|gb|JR987250.1|	other metabolic processes
gi|379123986|gb|JT021656.1|	signal transduction
gi|379111401|gb|JT009071.1|	other metabolic processes
gi|379099672|gb|JR997341.1|	transport
gi|379076578|gb|JR974247.1|	cell cycle and proliferation
gi|379110625|gb|JT008295.1|	RNA metabolism
gi|379078256|gb|JR975925.1|	developmental processes
gi|379074184|gb|JR971853.1|	stress response
gi|379097213|gb|JR994882.1|	other biological processes
gi|379106010|gb|JT003680.1|	other biological processes
gi|379120674|gb|JT018344.1|	other biological processes
gi|379124013|gb|JT021683.1|	transport
gi|379123101|gb|JT020771.1|	signal transduction
gi|379095510|gb|JR993179.1|	cell cycle and proliferation
gi|379090227|gb|JR987896.1|	stress response
gi|379118644|gb|JT016314.1|	other metabolic processes
gi|379104490|gb|JT002160.1|	other biological processes
gi|379117507|gb|JT015177.1|	other biological processes
gi|379124938|gb|JT022608.1|	other metabolic processes
gi|379093202|gb|JR990871.1|	stress response
gi|379092897|gb|JR990566.1|	cell cycle and proliferation
gi|379110277|gb|JT007947.1|	transport
gi|379074821|gb|JR972490.1|	other biological processes
gi|379085186|gb|JR982855.1|	cell organization and biogenesis
gi|379081635|gb|JR979304.1|	other metabolic processes
gi|379110549|gb|JT008219.1|	signal transduction
gi|379084466|gb|JR982135.1|	signal transduction
gi|379125134|gb|JT022804.1|	DNA metabolism
gi|379074169|gb|JR971838.1|	other biological processes
gi|379084971|gb|JR982640.1|	cell cycle and proliferation
gi|379110407|gb|JT008077.1|	RNA metabolism
gi|379084745|gb|JR982414.1|	cell cycle and proliferation
gi|379078492|gb|JR976161.1|	other metabolic processes
gi|379124012|gb|JT021682.1|	transport
gi|379121693|gb|JT019363.1|	other metabolic processes
gi|379109170|gb|JT006840.1|	RNA metabolism
gi|379096541|gb|JR994210.1|	other biological processes
gi|379087910|gb|JR985579.1|	cell organization and biogenesis
gi|379116036|gb|JT013706.1|	other biological processes
gi|379078803|gb|JR976472.1|	other biological processes
gi|379089492|gb|JR987161.1|	RNA metabolism
gi|379098109|gb|JR995778.1|	stress response
gi|379124863|gb|JT022533.1|	transport
gi|379089793|gb|JR987462.1|	cell cycle and proliferation
gi|379114621|gb|JT012291.1|	signal transduction
gi|379108260|gb|JT005930.1|	signal transduction
gi|379122277|gb|JT019947.1|	other biological processes
gi|379111460|gb|JT009130.1|	other metabolic processes
gi|379103189|gb|JT000859.1|	stress response
gi|379072826|gb|JR970495.1|	cell cycle and proliferation
gi|379099409|gb|JR997078.1|	other metabolic processes
gi|379076310|gb|JR973979.1|	signal transduction
gi|379077203|gb|JR974872.1|	other biological processes
gi|379110282|gb|JT007952.1|	protein metabolism
gi|379097398|gb|JR995067.1|	other biological processes
gi|379095744|gb|JR993413.1|	other biological processes
gi|379091774|gb|JR989443.1|	RNA metabolism
gi|379099711|gb|JR997380.1|	protein metabolism
gi|379082109|gb|JR979778.1|	cell cycle and proliferation
gi|379112321|gb|JT009991.1|	RNA metabolism
gi|379106153|gb|JT003823.1|	protein metabolism
gi|379103777|gb|JT001447.1|	developmental processes
gi|379086841|gb|JR984510.1|	stress response
gi|379124397|gb|JT022067.1|	protein metabolism
gi|379089025|gb|JR986694.1|	cell organization and biogenesis
gi|379084250|gb|JR981919.1|	developmental processes
gi|379085293|gb|JR982962.1|	cell organization and biogenesis
gi|379101859|gb|JR999528.1|	other biological processes
gi|379116564|gb|JT014234.1|	transport
gi|379108908|gb|JT006578.1|	developmental processes
gi|379094709|gb|JR992378.1|	other biological processes
gi|379092878|gb|JR990547.1|	cell cycle and proliferation
gi|379119663|gb|JT017333.1|	other metabolic processes
gi|379099140|gb|JR996809.1|	stress response
gi|379105694|gb|JT003364.1|	other biological processes
gi|379111589|gb|JT009259.1|	other biological processes
gi|379107531|gb|JT005201.1|	RNA metabolism
gi|379092978|gb|JR990647.1|	cell-cell signaling
gi|379077658|gb|JR975327.1|	signal transduction
gi|379086271|gb|JR983940.1|	cell organization and biogenesis
gi|379093162|gb|JR990831.1|	protein metabolism
gi|379091933|gb|JR989602.1|	other biological processes
gi|379086958|gb|JR984627.1|	other metabolic processes
gi|379088150|gb|JR985819.1|	protein metabolism
gi|379091929|gb|JR989598.1|	other metabolic processes
gi|379079669|gb|JR977338.1|	RNA metabolism
gi|379113416|gb|JT011086.1|	signal transduction
gi|379079834|gb|JR977503.1|	other metabolic processes
gi|379110022|gb|JT007692.1|	other metabolic processes
gi|379077756|gb|JR975425.1|	protein metabolism
gi|379112845|gb|JT010515.1|	other metabolic processes
gi|379090840|gb|JR988509.1|	other biological processes
gi|379122594|gb|JT020264.1|	protein metabolism
gi|379087583|gb|JR985252.1|	cell organization and biogenesis
gi|379110945|gb|JT008615.1|	cell organization and biogenesis
gi|379111961|gb|JT009631.1|	cell cycle and proliferation
gi|379109433|gb|JT007103.1|	other biological processes
gi|379088213|gb|JR985882.1|	DNA metabolism
gi|379113064|gb|JT010734.1|	other metabolic processes
gi|379082664|gb|JR980333.1|	other metabolic processes
gi|379116429|gb|JT014099.1|	protein metabolism
gi|379078187|gb|JR975856.1|	other biological processes
gi|379114781|gb|JT012451.1|	other biological processes
gi|379106884|gb|JT004554.1|	transport
gi|379102409|gb|JT000079.1|	other metabolic processes
gi|379079581|gb|JR977250.1|	other metabolic processes
gi|379111075|gb|JT008745.1|	signal transduction
gi|379118716|gb|JT016386.1|	developmental processes
gi|379104689|gb|JT002359.1|	transport
gi|379079666|gb|JR977335.1|	signal transduction
gi|379091899|gb|JR989568.1|	other metabolic processes
gi|379113422|gb|JT011092.1|	other biological processes
gi|379092914|gb|JR990583.1|	cell organization and biogenesis
gi|379103434|gb|JT001104.1|	cell adhesion
gi|379073274|gb|JR970943.1|	other biological processes
gi|379101424|gb|JR999093.1|	other biological processes
gi|379091987|gb|JR989656.1|	signal transduction
gi|379111174|gb|JT008844.1|	cell organization and biogenesis
gi|379117699|gb|JT015369.1|	DNA metabolism
gi|379115399|gb|JT013069.1|	protein metabolism
gi|379072920|gb|JR970589.1|	cell organization and biogenesis
gi|379123993|gb|JT021663.1|	other metabolic processes
gi|379123868|gb|JT021538.1|	cell organization and biogenesis
gi|379084732|gb|JR982401.1|	stress response
gi|379098101|gb|JR995770.1|	other metabolic processes
gi|379083699|gb|JR981368.1|	stress response
gi|379092262|gb|JR989931.1|	RNA metabolism
gi|379120626|gb|JT018296.1|	other biological processes
gi|379092608|gb|JR990277.1|	cell organization and biogenesis
gi|379110714|gb|JT008384.1|	RNA metabolism
gi|379078311|gb|JR975980.1|	RNA metabolism
gi|379115615|gb|JT013285.1|	other biological processes
gi|379079852|gb|JR977521.1|	other metabolic processes
gi|379110216|gb|JT007886.1|	other metabolic processes
gi|379121943|gb|JT019613.1|	cell organization and biogenesis
gi|379083561|gb|JR981230.1|	protein metabolism
gi|379090796|gb|JR988465.1|	cell cycle and proliferation
gi|379091962|gb|JR989631.1|	cell cycle and proliferation
gi|379112741|gb|JT010411.1|	other metabolic processes
gi|379110526|gb|JT008196.1|	other metabolic processes
gi|379108235|gb|JT005905.1|	other biological processes
gi|379091383|gb|JR989052.1|	cell-cell signaling
gi|379114464|gb|JT012134.1|	RNA metabolism
gi|379117650|gb|JT015320.1|	other biological processes
gi|379116460|gb|JT014130.1|	cell cycle and proliferation
gi|379113586|gb|JT011256.1|	other biological processes
gi|379091988|gb|JR989657.1|	other metabolic processes
gi|379107048|gb|JT004718.1|	death
gi|379113614|gb|JT011284.1|	cell organization and biogenesis
gi|379121821|gb|JT019491.1|	developmental processes
gi|379084522|gb|JR982191.1|	other metabolic processes
gi|379090594|gb|JR988263.1|	death
gi|379110145|gb|JT007815.1|	stress response
gi|379074196|gb|JR971865.1|	cell organization and biogenesis
gi|379093125|gb|JR990794.1|	signal transduction
gi|379121535|gb|JT019205.1|	stress response
gi|379088162|gb|JR985831.1|	death
gi|379110629|gb|JT008299.1|	cell organization and biogenesis
gi|379110738|gb|JT008408.1|	developmental processes
gi|379084741|gb|JR982410.1|	transport
gi|379091302|gb|JR988971.1|	other metabolic processes
gi|379118715|gb|JT016385.1|	RNA metabolism
gi|379112014|gb|JT009684.1|	other biological processes
gi|379124870|gb|JT022540.1|	cell-cell signaling
gi|379113960|gb|JT011630.1|	other biological processes
gi|379100000|gb|JR997669.1|	other metabolic processes
gi|379112578|gb|JT010248.1|	protein metabolism
gi|379088417|gb|JR986086.1|	RNA metabolism
gi|379120520|gb|JT018190.1|	transport
gi|379096099|gb|JR993768.1|	RNA metabolism
gi|379092785|gb|JR990454.1|	other biological processes
gi|379089467|gb|JR987136.1|	cell organization and biogenesis
gi|379092261|gb|JR989930.1|	protein metabolism
gi|379094810|gb|JR992479.1|	transport
gi|379094093|gb|JR991762.1|	protein metabolism
gi|379104600|gb|JT002270.1|	stress response
gi|379093841|gb|JR991510.1|	cell organization and biogenesis
gi|379088767|gb|JR986436.1|	cell organization and biogenesis
gi|379091372|gb|JR989041.1|	signal transduction
gi|379124382|gb|JT022052.1|	signal transduction
gi|379074736|gb|JR972405.1|	protein metabolism
gi|379078546|gb|JR976215.1|	protein metabolism
gi|379107316|gb|JT004986.1|	other biological processes
gi|379073301|gb|JR970970.1|	transport
gi|379076959|gb|JR974628.1|	other metabolic processes
gi|379097459|gb|JR995128.1|	other metabolic processes
gi|379095862|gb|JR993531.1|	signal transduction
gi|379092570|gb|JR990239.1|	other biological processes
gi|379097927|gb|JR995596.1|	death
gi|379095286|gb|JR992955.1|	RNA metabolism
gi|379106926|gb|JT004596.1|	cell organization and biogenesis
gi|379121461|gb|JT019131.1|	other metabolic processes
gi|379124719|gb|JT022389.1|	death
gi|379095244|gb|JR992913.1|	transport
gi|379090718|gb|JR988387.1|	death
gi|379082449|gb|JR980118.1|	other metabolic processes
gi|379106842|gb|JT004512.1|	developmental processes
gi|379088888|gb|JR986557.1|	transport
gi|379104470|gb|JT002140.1|	developmental processes
gi|379091789|gb|JR989458.1|	RNA metabolism
gi|379092194|gb|JR989863.1|	cell cycle and proliferation
gi|379078060|gb|JR975729.1|	protein metabolism
gi|379085059|gb|JR982728.1|	signal transduction
gi|379125224|gb|JT022894.1|	signal transduction
gi|379081630|gb|JR979299.1|	cell organization and biogenesis
gi|379083811|gb|JR981480.1|	protein metabolism
gi|379072979|gb|JR970648.1|	other metabolic processes
gi|379073786|gb|JR971455.1|	developmental processes
gi|379095654|gb|JR993323.1|	other biological processes
gi|379091796|gb|JR989465.1|	transport
gi|379105764|gb|JT003434.1|	RNA metabolism
gi|379077013|gb|JR974682.1|	cell organization and biogenesis
gi|379118324|gb|JT015994.1|	protein metabolism
gi|379096586|gb|JR994255.1|	cell organization and biogenesis
gi|379094769|gb|JR992438.1|	other metabolic processes
gi|379113850|gb|JT011520.1|	RNA metabolism
gi|379075212|gb|JR972881.1|	stress response
gi|379085016|gb|JR982685.1|	cell organization and biogenesis
gi|379118079|gb|JT015749.1|	developmental processes
gi|379084018|gb|JR981687.1|	RNA metabolism
gi|379072826|gb|JR970495.1|	cell organization and biogenesis
gi|379118869|gb|JT016539.1|	transport
gi|379096061|gb|JR993730.1|	signal transduction
gi|379079003|gb|JR976672.1|	developmental processes
gi|379089793|gb|JR987462.1|	cell organization and biogenesis
